customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C01086,Male,1,No,No,18,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),104.74,1908.06,Yes
C01087,Male,1,No,Yes,28,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),41.36,1220.06,No
C01088,Female,0,No,Yes,5,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,95.84,537.69,Yes
C01089,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,78.86,5827.99,No
C01090,Male,0,Yes,Yes,7,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Mailed check,115.09,970.05,No
C01091,Male,1,Yes,Yes,72,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),55.36,4022.1,Yes
C01092,Male,0,Yes,Yes,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),86.15,2720.54,No
C01093,Male,0,Yes,No,28,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),24.35,707.3,No
C01094,Female,0,Yes,Yes,21,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),57.62,1219.14,No
C01095,Female,0,No,Yes,7,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,114.38,827.58,No
C01096,Female,0,No,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,71.9,384.79,No
C01097,Female,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Mailed check,46.79,400.03,No
C01098,Male,1,No,Yes,6,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Mailed check,30.03,211.04,No
C01099,Female,0,No,Yes,45,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,88.35,3977.62,Yes
C01100,Male,0,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),82.49,1101.0,No
C01101,Male,0,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,55.39,102.33,Yes
C01102,Male,0,No,No,72,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,113.09,8258.02,Yes
C01103,Male,0,No,Yes,64,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),20.22,1302.74,No
C01104,Male,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,48.37,3536.02,No
C01105,Male,1,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),110.11,8143.55,No
C01106,Male,0,Yes,No,5,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),50.09,257.81,Yes
C01107,Female,0,Yes,Yes,15,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,43.23,673.0,No
C01108,Male,1,Yes,No,42,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,71.42,3034.35,Yes
C01109,Female,1,Yes,Yes,35,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Electronic check,100.38,3563.2,No
C01110,Female,0,Yes,Yes,5,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),28.31,162.99,No
C01111,Female,0,Yes,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),112.3,5798.75,No
C01112,Female,0,No,Yes,7,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),97.51,860.6,No
C01113,Female,0,No,Yes,7,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),36.13,267.52,Yes
C01114,Female,1,Yes,Yes,23,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.2,2148.46,Yes
C01115,Female,0,No,No,26,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,56.5,1540.97,Yes
C01116,Male,0,Yes,Yes,26,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,58.23,1574.75,Yes
C01117,Female,0,No,No,2,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Mailed check,96.33,276.29,No
C01118,Male,0,Yes,Yes,62,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,114.28,7129.24,No
C01119,Female,0,Yes,No,9,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,One year,No,Electronic check,30.67,305.98,No
C01120,Male,1,No,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,60.06,288.43,No
C01121,Male,0,Yes,Yes,65,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,66.09,4401.01,Yes
C01122,Male,1,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),55.63,4090.32,No
C01123,Male,0,Yes,Yes,59,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),54.32,3219.44,No
C01124,Male,0,No,No,49,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),23.23,1142.38,No
C01125,Female,0,Yes,No,31,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,No,Bank transfer (automatic),86.55,2840.25,No
C01126,Male,0,No,Yes,24,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Credit card (automatic),61.62,1544.88,No
C01127,Male,0,Yes,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,37.48,139.26,Yes
C01128,Female,0,No,Yes,15,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),99.6,1505.58,No
C01129,Male,0,No,No,13,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),98.26,1380.85,No
C01130,Female,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),66.64,671.65,No
C01131,Female,0,No,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),47.85,1900.67,No
C01132,Female,1,Yes,Yes,20,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,81.81,1652.17,No
C01133,Male,0,No,Yes,2,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Mailed check,46.82,116.16,No
C01134,Male,0,Yes,Yes,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),41.6,325.02,No
C01135,Male,0,Yes,Yes,34,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,91.05,3253.37,Yes
C01136,Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,22.03,85.43,No
C01137,Male,0,Yes,Yes,57,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),27.48,1620.92,No
C01138,Female,0,Yes,Yes,20,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),18.68,409.44,Yes
C01139,Female,0,Yes,No,19,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,33.29,632.91,No
C01140,Female,0,Yes,Yes,26,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),24.9,649.78,No
C01141,Male,0,Yes,Yes,52,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),117.58,6148.87,No
C01142,Male,1,No,No,12,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,46.88,595.27,No
C01143,Female,0,No,Yes,33,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,32.93,1141.35,No
C01144,Male,0,Yes,Yes,25,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),42.1,1127.66,Yes
C01145,Female,1,No,Yes,9,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Electronic check,111.61,1046.2,No
C01146,Male,1,No,Yes,63,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),70.02,4498.04,No
C01147,Female,0,Yes,Yes,47,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,No,Electronic check,54.48,2660.52,No
C01148,Female,0,No,No,32,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,105.34,3468.58,Yes
C01149,Male,1,No,Yes,57,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),57.5,3289.41,No
C01150,Male,0,No,Yes,60,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Mailed check,51.5,3137.15,No
C01151,Male,0,Yes,Yes,36,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),38.73,1423.39,No
C01152,Female,0,Yes,Yes,54,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,55.78,3076.56,No
C01153,Male,0,No,Yes,35,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Electronic check,49.67,1782.03,No
C01154,Female,1,Yes,Yes,34,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),85.73,2917.79,Yes
C01155,Female,0,Yes,Yes,28,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,46.96,1408.24,No
C01156,Female,0,No,Yes,41,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.72,3186.83,No
C01157,Male,1,No,No,5,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,24.59,146.24,No
C01158,Male,0,No,Yes,63,No,No phone service,Fiber optic,No,No,No,No,No,No,One year,No,Credit card (automatic),37.13,2410.08,No
C01159,Male,0,No,Yes,61,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,58.74,3601.45,No
C01160,Female,1,Yes,Yes,0,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,111.69,42.27,Yes
C01161,Female,0,Yes,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),55.73,2988.02,No
C01162,Male,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,84.41,381.67,No
C01163,Male,1,Yes,No,12,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,43.51,591.67,No
C01164,Male,0,Yes,Yes,40,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,30.7,1244.67,No
C01165,Female,0,Yes,Yes,5,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,No,Electronic check,23.85,120.83,No
C01166,Female,0,Yes,Yes,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),48.54,2525.73,No
C01167,Female,0,Yes,Yes,53,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,33.77,1803.09,No
C01168,Female,0,Yes,No,21,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Electronic check,35.4,797.06,No
C01169,Female,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),94.08,120.65,No
C01170,Male,0,Yes,Yes,10,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,19.58,231.97,No
C01171,Male,1,Yes,Yes,28,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),73.78,2181.38,Yes
C01172,Male,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,55.95,4048.63,No
C01173,Male,0,No,Yes,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),68.65,2100.71,No
C01174,Male,0,No,No,9,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,74.28,763.86,Yes
C01175,Female,0,Yes,Yes,30,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.34,1546.21,No
C01176,Male,0,Yes,No,23,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,47.51,1171.81,No
C01177,Female,0,No,No,45,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,91.34,4215.13,No
C01178,Male,1,Yes,No,3,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,105.13,413.37,No
C01179,Male,0,No,Yes,42,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Mailed check,37.26,1612.36,No
C01180,Female,1,Yes,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,27.76,655.02,No
C01181,Male,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),107.78,7799.52,No
C01182,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),52.99,701.23,No
C01183,Female,0,Yes,No,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),73.13,2228.1,No
C01184,Female,0,No,Yes,72,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,53.95,3893.02,No
C01185,Male,0,No,Yes,3,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,30.58,91.77,No
C01186,Female,1,No,No,72,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),76.93,5632.56,No
C01187,Male,0,Yes,Yes,34,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),70.51,2448.41,Yes
C01188,Female,0,Yes,Yes,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),38.3,134.23,No
C01189,Female,0,No,Yes,10,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),63.19,679.31,No
C01190,Male,0,No,No,36,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,97.69,3611.8,No
C01191,Female,0,Yes,Yes,2,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,77.04,216.8,Yes
C01192,Male,0,Yes,Yes,26,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,27.69,755.97,Yes
C01193,Female,1,Yes,No,12,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),72.8,925.45,No
C01194,Female,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,88.27,2729.97,No
C01195,Male,0,Yes,Yes,1,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),97.27,279.39,No
C01196,Female,0,Yes,No,61,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,80.91,5072.74,No
C01197,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,33.27,2456.68,No
C01198,Male,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,89.02,6489.4,No
C01199,Male,0,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,85.73,3606.91,No
C01200,Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.44,112.1,Yes
C01201,Male,1,Yes,Yes,42,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,No,Electronic check,59.17,2567.52,No
C01202,Male,0,No,Yes,0,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,51.3,91.38,Yes
C01203,Male,0,Yes,Yes,0,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),84.94,121.69,No
C01204,Male,0,No,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,39.61,514.76,Yes
C01205,Female,0,Yes,Yes,20,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),77.09,1595.53,No
C01206,Female,1,Yes,No,44,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,109.32,4992.21,No
C01207,Female,1,No,Yes,34,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.78,3460.95,No
C01208,Female,1,Yes,Yes,17,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,110.15,2024.86,No
C01209,Male,0,Yes,No,9,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Electronic check,115.85,1118.15,No
C01210,Female,1,No,No,72,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.07,1403.0,Yes
C01211,Female,1,Yes,Yes,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),80.27,1428.87,No
C01212,Male,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),59.28,1092.95,Yes
C01213,Male,0,Yes,Yes,5,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,103.99,650.04,Yes
C01214,Male,0,Yes,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),43.18,2063.32,No
C01215,Female,0,No,Yes,35,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,116.1,4293.27,No
C01216,Female,0,No,Yes,7,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),79.37,631.6,No
C01217,Female,0,Yes,No,2,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),97.35,239.15,No
C01218,Male,0,Yes,Yes,34,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),26.56,923.32,No
C01219,Female,0,No,Yes,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,36.35,1174.38,No
C01220,Female,0,No,No,9,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,93.84,858.84,No
C01221,Female,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.2,1478.79,No
C01222,Female,0,Yes,Yes,4,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Mailed check,99.69,584.43,No
C01223,Female,1,Yes,No,16,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,19.39,343.22,No
C01224,Male,1,No,Yes,72,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,83.71,6038.45,Yes
C01225,Male,1,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,54.51,980.46,No
C01226,Male,0,No,No,30,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),79.15,2485.11,No
C01227,Female,0,Yes,Yes,15,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),87.6,1342.43,No
C01228,Female,0,No,Yes,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,52.25,471.55,Yes
C01229,Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),28.8,2083.47,No
C01230,Female,1,No,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.96,416.24,No
C01231,Female,0,No,Yes,67,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,76.89,5154.96,Yes
C01232,Male,0,Yes,No,7,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,70.07,523.16,No
C01233,Male,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),92.22,785.22,No
C01234,Male,1,No,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),68.97,80.85,No
C01235,Female,0,No,No,31,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,60.24,1961.74,No
C01236,Female,0,Yes,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),57.81,837.8,No
C01237,Female,0,Yes,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.64,1219.85,Yes
C01238,Male,0,Yes,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),51.56,1071.68,Yes
C01239,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),115.6,8375.69,Yes
C01240,Female,1,No,No,6,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,105.36,748.77,No
C01241,Male,0,No,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,50.94,3122.04,No
C01242,Male,0,Yes,No,44,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,76.78,3404.21,No
C01243,Female,1,No,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,102.73,4720.7,No
C01244,Male,0,No,No,55,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,62.13,3477.81,No
C01245,Female,1,Yes,No,42,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,19.8,833.88,Yes
C01246,Male,1,Yes,Yes,29,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),25.45,785.76,Yes
C01247,Female,0,No,No,4,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.04,357.11,No
C01248,Male,0,Yes,No,0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Electronic check,114.94,160.73,Yes
C01249,Male,0,No,No,72,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),87.32,6378.76,Yes
C01250,Male,1,No,No,28,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,25.09,744.41,No
C01251,Female,1,Yes,Yes,47,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Mailed check,36.94,1738.63,No
C01252,Male,0,Yes,Yes,19,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Mailed check,95.13,1858.53,No
C01253,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,102.14,402.36,No
C01254,Male,0,Yes,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),79.77,331.3,No
C01255,Male,1,No,No,34,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,82.44,2919.35,Yes
C01256,Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.83,349.68,Yes
C01257,Male,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,100.85,660.1,Yes
C01258,Female,0,Yes,No,20,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),96.83,1937.25,No
C01259,Female,0,Yes,Yes,1,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,43.9,107.1,No
C01260,Male,1,Yes,Yes,26,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,88.87,2458.82,Yes
C01261,Male,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),39.49,386.61,No
C01262,Female,0,Yes,No,47,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,22.03,1060.27,Yes
C01263,Female,0,Yes,Yes,11,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,38.11,436.56,No
C01264,Male,0,Yes,No,18,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),35.86,690.1,No
C01265,Male,0,No,Yes,0,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,51.77,1.26,Yes
C01266,Male,0,Yes,No,2,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,59.84,178.16,No
